a1	3929
a2	5009
a3	4131
b1	778
b2	741
b3	4451
b4	2472
b5	1622
b6	1566
b7	1224
c1	1869
c2	1622
c3	2142
c4	2363
c5	2493
c6	2472
c7	4634
c8	4505
c9	8598
c10	4642
c11	3951
c12	5304
c13	9000
c14	6638
c15	5068
c16	2871
c17	2967
c18	9353
c19	4874
c20	14243
c21	6085
c22	12482
c23	5406
c24	3155
c25	6185
c26	12387
c27	2532
c28	3337
